CIP1,CIP2,CIP3,LIBELLE,TVCODE,CESSION,PUBLIC
3000000551783,8437877,,ROXCEF DS 125MG PDRE SUSP BUV F/60ML,0,2924,3910
3990000017092,8498991,1715271,RISDAL 2MG CPR B/30,0,1028,1375
9001969,8062041,,ROXIMAX 150MG CPR PELL SEC B/12,0,2493,3335
3000000810224,8476682,,PEPTEX CPR CROQ B/12,0,1712,0
2295620,8036397,2295620,ROXYL 300MG CPR B/5,0,3270,4375
3000000685426,8469185,,ROXYROL-RT 150MG/60MG CPR B/10,0,2175,2910
3990000001558,8415930,,ROZAN 10MG CPR PELL B/30,0,3544,4740
3000000254196,8039154,,RUBIGEL GEL T/30G,0,0,0
3000000858936,8483624,,VITAFACT SP F/200ML,0,2474,0
3990000007116,8493717,,CEFIWEL DT 200MG CPR DISP B/10,0,2421,3235
8245221,8763447,,RUF BOIS BANDE GTTE BUV 100ML,2,6558,0
3548960031117,8322737,,RUF BUTT BOOSTER CR F/125ML,2,0,0
3400938151459,3815145,,"MIRCERA 50MCG/0,3ML SOL INJ SER PRER B/1",0,100000,120000
8245238,8763453,,RUF DROP SEX GTTE BUV 20ML,2,5111,0
3548960031810,8322789,,RUF GIGAMAN CR F/100ML,2,7643,0
3548960010617,8322795,,RUF GUARANA ZN SPECIAL FLUID F/100ML,2,7525,0
8245244,8763482,,RUF HOT SEX GIRL GTTE BUV 20ML,2,5021,0
8263472,8763513,,RUF MEGA PENIS T/75ML,2,5302,0
8245296,8763536,,RUF NYMPHORGASMIC CR T/15ML,2,3272,0
8263414,8763542,,RUF PENIS DEV CR 100ML,2,7252,0
3548960030219,8322950,,RUF PENIS BOOSTER CR F/125ML,2,8193,0
8245304,8763559,,RUF RETARD 907 SPR/25ML,2,9068,0
3548960030516,8322967,,RUF SEX CONTROL DELAY GEL F/30ML,2,5926,0
3548960030615,8322973,,RUF SEX CONTROL ERECT GEL F/30ML,2,8493,0
3290381,0,3290381,RULID 150MG CPR B/10,0,5870,7850
3000001125587,8726423,,VITAPLUS CACAO POWER PDRE SACHET B/12,2,7500,0
3000000209318,8018241,,RUNN-P 100/500MG CPR B/10,0,1482,1980
3000000390757,8417082,1110101,RUNN 100MG CPR B/30,0,1569,2095
3000000230503,8024460,,SERUM ANTIVENIMEUX POLYV AFRIVEN-10 B/1,0,0,0
3000001134398,8727405,,GARLIC OIL NATURE BLEND 500MG GEL B/100,2,6000,0
3000000406762,8389150,,MEDIPASTIL VOCAL PAST B/24,2,0,0
4677308,0,,ARTHROSTOP PLUS CPR B/30,2,7328,0
3000000685273,8629045,,CUTAN PDRE B/200G,2,3794,0
3000000503881,8531820,,DORMYL 3MG CPR B/30,2,0,0
3000000529065,8544834,,JOINTAID ORIGINAL CPR B/30,2,0,0
3000000860144,8483794,,PROHEPA 200MG GEL B/30,2,0,0
3000000494981,8432029,,MALAVAN 120MG PDRE SOL INJ B/1,0,1747,2335
3000000096994,8322128,,SAC OXOBIODEGRADABLE PHARMA26X45 /100 GM,2,3013,0
3000000097038,8322134,,SAC OXOBIODEGRADABLE PHARMA30X57 /100 XL,2,5293,0
3000000136140,8330760,,SAC OXOBIODEGRADABLE PHARMA12X27 /500 PM,2,5114,0
3000000136188,8330777,,SAC OXOBIODEGRADABLE PHARMA16X32 /500 MM,2,9274,0
3000001134817,8727629,,SOYA LIFE DRINK SACH/250G,0,2911,0
3000001134916,8727635,,VICKS VAPORUB PDE P/10G,2,540,0
3400931813736,3181373,,URBANYL 10MG CPR BT 30,0,0,0
8253568,0,,SAC PAPIER GM 16X29 B/1000,2,44010,0
3000000095201,8321347,,SAC PAPIER PM 12X26  B/1000,2,37117,0
8603703,0,,SAC PLASTIQUE PHARMACIE 13X20X65 P/500,2,5736,0
8603761,0,,SAC PLASTIQUE PHARMACIE 21X35X65 P/500,2,11321,0
8603815,0,,SAC PLASTIQUE PHARMACIE 29X40X65 P/500,2,19673,0
8603867,0,,SAC PLASTIQUE PHARMACIE 30X50X65 P/100,2,4560,0
6533424,0,,SAFORELLE SOIN SOL LAV DOUX F/250ML,2,3843,0
7171070,0,,SAFORELLE CR T/50ML,2,4439,0
7616738,0,,SAFORELLE BB GEL LAV DOUX F/250ML,2,4043,0
3401373973026,7397302,,SAFORELLE SOIN SOL LAV DOUX F/100ML,2,1895,0
7629729,0,,SAFORELLE BEBE LAIT CR T/125ML,2,3030,0
6587934,0,,SAFORELLE SAV PAIN 100G,2,1570,0
6181037,0,6181037,SAFORELLE SOIN SOL LAV DOUX F/500ML,2,6315,0
4271167,0,,SAFOREL LING  HYG INT SACH/10,2,3127,0
3401354415712,8347594,,SAFORELLE BB GEL LAV DOUX F/500ML,2,5800,0
3401325411774,2541177,2541177,SAFORELLE SOIN SOL LAV DOUX F/250ML/2,2,6898,0
3700399100462,6114760,,SAFORELLE SOIN SOL LAV ULTRA HYD F/250ML,2,4936,0
3700399100417,8649148,6112828,SAFORELLE SOIN SOL LAV FRAICHEUR F/100ML,2,2294,0
3700399100523,8649154,6125784,SAFORELLE SOIN SOL LAV FRAICHEUR F/250ML,2,4137,0
3400930695357,3069535,,MYOLASTAN 50MG CPR BT 20,0,0,0
3400932644551,3264455,,"XANAX 0,50MG CPR B/30",0,0,0
3299324,0,,"SALBUMOL 0,5MG INJ AMP1ML BT 6",0,2004,2680
3000001136866,8727747,,MAGNESIUM 400MG NBL CPR B/120,2,5040,0
2292461,8051356,,SALBUTUS SOL BUV F/100ML,0,1250,1670
3000000023037,8087288,8115814,SALIFEN 1% GEL 30MG T/30G,0,1081,1445
3000000600139,8443524,,SALOCIN 500MG CPR B/10,0,4288,5735
2008052,0,,SALVATIS POUDRE BT 70G,0,1209,1615
3000001136767,8727730,,MELATONINE 10MG SUBLINGUAL NBL CPR B/60,2,5040,0
3401020291435,2029143,,SALVA CEINT LOMB MATERNITE H26CM,0,37829,0
3401040512244,4051224,,SALVA GENOUILL ARTICULEE OUVERTE T1,2,44553,0
3401040512305,4051230,,SALVA GENOUILL ARTICULEE OUVERTE T2,2,55871,0
3401040512473,4051247,,SALVA GENOUILL ARTICULEE OUVERTE T3,2,58835,0
3401561898957,6189895,,SALVA GENOUILL ARTICULEE OUVERTE T4,2,58584,0
3401051508915,5150891,,SALVA ORTH POIGN/MAIN IMMO AMBID/1,2,19317,0
3000000656600,8463656,,SAMYCIN 500MG CPR B/3,0,3227,4315
3000000151877,8006580,,SANAXONE 1G PDRE INJ + SOLV B/1,0,1128,1515
3000000151952,8006605,,SANAXONE T 1G/125MG PDRE INJ + SOLV B/1,0,3353,4495
3990000000834,8421391,,SANCEPH DS 250MG/5ML PDR SUSP BUV F100ML,0,2404,3225
3990000000810,8421416,,SANDROX 500MG GEL B/100,0,11568,15510
3990000000797,8421422,,SANDROX DS 250MG/5ML PDR SUSP BUV F100ML,0,2404,3225
3990000000780,8421439,,SANFUR 500MG CPR B/10,0,4466,5990
3990000000759,8421445,,SANFUR 1500MG PDRE S INJ+SOLV AMP10ML /1,0,2597,3485
3000000151754,8006522,,SANIX DS 100MG/5ML PDRE SUSP BUV F/30ML,0,0,0
3000000151839,8006574,,SANIX 200MG CPR PELL B/10,0,3707,4970
3000000148600,8005913,,SANPIME 1G PDRE S INJ IM/IV 1FL+SOLV10ML,0,2226,2985
3000001136965,8727753,,MULTIVITAMINE + MINERAUX NBL CPR B/100,2,5040,0
3000001137061,8727776,,MULTIVITAMINE ENF NBL CPR CROQUER B/100,2,5040,0
3000000151914,8006597,,SANZOL 500MG PDRE INJ + SOLV B/1,0,0,0
3000000365779,8079975,8179808,"SAPHIR NOUR 100/12,5MG PDRE SUSP F/30ML",0,1813,2710
3000000365786,8080056,8179783,"SAPHIR ENF 100/12,5MG PDRE SUSP F/60ML",0,2900,3878
3000000365793,8080062,,"SAPHIR ENF 500/62,5MG PDRE SUSP SACH/12",0,2651,3545
3000000365823,8080139,8179754,SAPHIR AD 1000/125MG PDRE SUSP SACH/12,0,3930,5255
3289283,0,3289283,SARGENOR 1G AMP BUV  5ML B/20,0,2860,3825
3375321,0,,SARGENOR 1G CPR EFFV SS B/20,0,2815,3765
3545556,0,,SARGENOR VIT C CPR EFFV B/20,0,3472,4645
2009838,0,2009838,SARIDON CPR B/10,0,799,1065
3412795,0,,SAVARINE 200/100MG CPR B/28,0,5775,7725
3000001137160,8727782,,PROBIOTIQUE BLEND NBL CAPS B/100,2,8640,0
3000001137269,8727799,,MULTIVITAMINE MEN S 50+ NBL CPR B/120,2,5040,0
3000000048122,8311018,,SAVON MARSEILLE PARFUME PAIN/125G,2,1254,0
8288377,0,,SAV VIBACNYL PAIN 100G,2,725,0
3000000210369,8018560,8168012,SCARID GEL T/15G,0,4001,5350
3000000669747,8467252,1481711,SCOLTA 10MG CPR B/30,0,3868,5175
3000000669792,8467269,1481721,SCOLTA 20MG CPR B/30,0,6657,8905
3000001137368,8727807,,MULTIVITAMINE WOMEN S 50+ NBL CPR B/120,2,6048,0
3760095251547,8365540,,SEBIONEX TRIO ANTI IMPERF CR T/40ML,2,8285,0
3760095250564,8365557,,SEBIONEX SPF50+ GEL MATIFIANT T/40ML,2,11786,0
3760095250281,8365563,,SEBIONEX.K KERATOREGUL CR T/40ML,2,8287,0
3760095250274,8365586,,SEBIONEX GEL MOUSS PURIF F/200ML,2,7187,0
3760095252148,8500127,,SEBIONEX LOT MICELL F/500ML,2,8691,0
3760095252315,8526753,,SEBIONEX HYDRA CR REPAR T/40ML,2,9279,0
8021042,4002349,,SEBUMA LOT F/125ML,2,3900,0
2269479,8280128,,SEBUMA LOT F/60ML,2,2473,3155
3000000436172,8518328,,SEBUMA GEL F/50ML,0,4087,5480
3000000436219,8518334,,SEBUMA CR F/500ML,2,6677,0
8097826,2270123,2270123,SECAMIB 1G CPR B/2,0,1894,2530
3000001137467,8727813,,BRULEUR DE GRAISSE NBL CPR B/60,2,5040,0
3000001137566,8727836,,MACUVITE SOINS DES YEUX NBL CPR B/60,2,6960,0
3337071,0,,SECNOL 2G GR SACH DOSE/1,0,2391,3200
3000001137665,8727842,,N ACETYL CYSTEINE 600MG NBL CAPS B/100,2,5040,0
3400934047039,3404703,3404703,SECTRAL 200MG CPR B/30,0,3796,5075
3000000159910,8007941,8413670,SECUVIT CAPS B/30,0,2116,2830
3000000159958,8007964,8413718,SECUVIT SP F/200ML,0,2919,3905
3000001137764,8727859,,CONTROLE DE PROSTATE NBL CAPS B/60,2,5040,0
3488516,3154347,,SEDASPIR 500MG/20MG/50MG CPR T/20,0,1288,1720
3000000020258,8306514,,SEDASTERIL CR LAV F/250ML,2,3260,0
3760095252926,8565233,,SEDACALM SHAMPOING APAISANT T/200ML,2,10807,0
3760095252933,8565256,,SEDACALM CR APAISANTE F/120ML,2,9789,0
3126813,0,8106471,SEDORRHOIDE CR RECTALE T/30G,0,1647,2200
3126836,0,,SEDORRHOIDE SUPPO BT 8,0,1569,2095
3400937625845,3762584,,SEDORRHOIDE CRISE HEMORROIDAIRE CR T/30G,0,1682,2250
3400937626095,3762609,,SEDORRHOIDE CRISE HEMORROIDE SUPPO B/8,0,1654,2210
3000000236581,8025844,8152695,SEFUROX 250MG CPR B/10,0,2958,3955
3000000236598,8025850,8152703,SEFUROX 500MG CPR B/10,0,4066,5440
2265062,8030957,2265062,SEKISAN SOL BUV F/120ML,0,2038,2725
3000000147498,8005907,,SEKROL 30MG/5ML AD SUSP BUV F/150ML,0,2072,2770
4000000185032,8012184,,SEKROL 15MG/5ML SUSP BUV F/100ML,0,1630,2180
3027979,6148092,6148092,SEL D B/300G,2,2652,0
3244139,3799305,,SELEXID 200MG CPR B/12,0,3433,4590
3990000016101,8499476,,ACECLAV 500MG/62.5MG SUSP ORAL SACH B/16,0,2675,3580
3990000016095,8499482,,ACECLAV 1000MG/125MG SUSP ORAL SACH B/16,0,3298,4410
3000000549322,8553589,,SENELAX GEL B/20,2,0,0
3000000669846,8467275,,SENERGY 5MG/160MG CPR PELL B/30,0,6820,9125
3000000669891,8467281,,SENERGY 10MG/160MG CPR PELL B/30,0,7221,9660
3990000016118,8499499,,ACECLAV 500/62.5MG PED SUSP ORAL F/60ML,0,2490,3330
3990000016125,8499507,,ACECLAV 250/31.25MG NN SUSP ORAL F/60ML,0,2060,2755
3990000016156,8499559,1695421,ACEFEN PLUS 400MG/500MG CPR B/30,0,1202,1605
3990000016378,8499565,,NAYCOLD CPR B/100,0,3828,5120
3990000016170,8499571,,PROGEENEXT 100MG CAPS B/30,0,5098,6820
3990000016187,8499588,,PROGEENEXT 200MG CAPS B/15,0,5095,6815
3990000016217,8499619,,SEFIMEX DS 100MG/5ML SUSP ORAL F/60ML,0,2604,3485
3990000016200,8499602,1694511,SEFIMEX DT 200MG CPR B/10,0,2426,3245
3094901340003,8257750,,SENSODYNE FIL DENTAIRE 50M,2,1281,0
3094901350002,8257773,,SENSODYNE BROSSET INTER DENT SENS 2MM/5,2,1835,0
3990000016194,8499594,1694491,SEFIMEX DT 400MG CPR B/10,0,3705,4955
3990000016132,8499542,1695411,TRIOGEST KIT 150MG CPR B/4,0,2264,3025
9000160,8574309,,SENSODYNE BROSS DENT PRECISION MED/1,2,1337,0
3990000016088,8499536,,WORMINIX 400MG CPR B/1,0,675,900
3990000016071,8499513,,WORMINIX 200MG/5ML SUSP ORAL F/10ML,0,491,655
3400932303731,3230373,,LOPRESSOR LP 200 CPR BTE 30,0,4879,6525
3400937393614,3739361,,LOPRESSOR LP 200MG CPR SEC B/90,0,0,0
3400937393553,3739355,,LOPRESSOR 100MG CPR PELL SEC B/90,0,0,0
3094901304319,8317794,,SENSODYNE BROSS DENT PRECISION SPL/1,2,1341,0
3094901304302,8317802,,SENSODYNE BROSS DENT PRECISION EXT SPL/1,2,1437,0
3094905000033,8348926,,SENSODYNE REPARE & PROTEGE DENTIF T/75ML,2,3096,0
3094905000859,8350432,,SENSODYNE MULTIPROTEC DENT PATE T/75ML,2,2886,0
3094905001306,8378376,,SENSODYNE BAIN BCHE MENTH FRAICH F/500ML,2,1938,0
3094906417731,8380522,,SENSODYNE PRO TRAIT SENSIBILITE DENT75ML,2,2206,0
9000154,8509016,,SENSODYNE REPAR&PROTEG BLANCH DENT/75ML,2,3109,0
3000000426418,8425130,,SENSEDOL 75MG CR T/30G,0,3963,5300
3760095252308,8518601,,SENSITELIAL SOIN EMOLL F/500ML,2,11408,0
3760095252582,8527043,,SENSITELIAL GEL NETT SURGRAS F/500ML,2,9509,0
5054563026477,8529533,,SENSODYNE SOIN COMPLET 24H DENTIF T/75ML,2,2661,0
4904500015,8529556,,SENSODYNE RAPIDE ACTION DENTIF T/75ML,2,2874,0
5054563026392,8531665,,SENSODYNE SOIN BLANCHEUR 24H DENTIF/75ML,2,2676,0
5054563015440,8536562,,SENSODYNE SOIN NETT 24H  DENTIF T/75ML,2,3871,0
3760095253275,6115041,,SENSITELIAL PAIN DERMATO SURGRAS/100G,2,2973,0
3000001138693,8499660,,ORS+ZINC SGP PDRE S BUV SACH/2+CPR B/10,0,799,1070
3000000315644,2299339,8342361,"SEPTYL 0,1% BAIN BCHE F200ML",0,1496,2005
3518646217050,8540121,,SEPTIMYL COMPRESS IMPR NETT PLAIES B/12,0,1659,0
3518646217005,8564825,,SEPTIMYL GEL REPARATEUR ANTIBACT T/30ML,0,1645,0
3518646217012,8564831,,SEPTIMYL LOTION ASSECHANTE F/100ML,2,4775,0
3518646217029,8564848,,SEPTIMYL CR REPARATRICE CU ZN MN T/50ML,2,4255,0
3518646217036,8564854,,SEPTIMYL CHLORHEXIDINE SOL SPR F/100ML,2,2806,0
3000000571163,8441382,,SERASTOR 10MG CPR PELL B/30,0,4805,6430
3000000571170,8441399,,SERASTOR 20MG CPR PELL B/30,0,6856,9170
3000000571187,8441407,,SERASTOR 40MG CPR PELL B/30,0,8918,11930
3553975,0,,SERC 8MG CPR B/90,0,4908,6565
3000000571194,8441413,1246421,SERDOREL 75MG CPR PELL B/28,0,9037,12090
3545935,0,,SERETIDE DISKUS 100/50 60DOSES,0,7434,9945
3545970,0,,SERETIDE DISKUS 250/50 60DOSES,0,8944,11965
7823779,0,,SERENITEST TEST GROSSESSE B/1,0,869,0
3000000048603,8311159,,SERENITEST TEST OVULATION /1,0,7236,0
3000000331101,8069267,,SERETIDE DISKUS 100/50 60DOSES C-T,0,7445,9960
3000000331118,8069296,,SERETIDE DISKUS 250/50 60DOSES C-T,0,8954,11980
3000000331125,8069304,,SERETIDE DISKUS 500/50 60DOSES C-T,0,10915,14600
8012043,0,8012043,SERGIFEX 1G SER INJ B/1,0,946,1265
8233614,0,,SERING 3P 10ML+AIG40 8/10 /100,0,4164,0
8233844,0,,SERING 2P 5ML AIG B/100,0,3600,0
3282770146790,8724602,,AVENE XERACALM HLE LAV F/400ML,2,12179,0
8248047,0,,SERIN IN 100U 1ML 29G 13MM/100,0,5059,0
8275989,0,,SERING UBI ONE 3P 5ML AIG/100,0,5783,0
3282770155181,8724594,,AVENE XERACALM NUTRIT LAIT F/400ML,2,0,0
8276003,0,,"SERING UBI ONE 3P 2,5ML AIG100",0,5057,0
8291391,0,,SERING EMB GAVAGE 60ML B/1,0,321,0
3000000405864,8275972,,SERING UBI ONE 3P 10ML AIG/100,0,8710,0
3000000405871,8276026,,SERING INS UBI ONE 1ML 100UI/120,0,8578,0
3599374,0,3599374,SEROPLEX 10MG CPR B/28,0,4296,5745
3401078934551,7893455,,SERUM PHYSIO BABYSOIN DOSE 5ML B/20,2,1151,0
3079634,0,,SERUM ANTIV.FAV A.INJ 10ML B/1,0,47145,63080
3000000213339,8019080,,SERUM ANTITETANIQ TETAVIN 1500UI/ML B/1,0,3257,4375
2267954,8036523,,SERVIFLOX 250MG CPR B/10,0,1815,2425
2267960,8036546,,SERVIFLOX 500MG CPR B/10,0,2418,3235
2295666,8045516,,SERVIFLOX 750MG CPR B/10,0,2856,3820
3000000224670,8023319,,SETRONAX 8MG/4ML AMP INJ B/5,0,12861,17205
3000000318287,8066961,,SETRONAX 2MG/5ML SUSP BUV F/60ML,0,2251,3010
3000000322079,8067771,,SETRONAX 4MG CPR B/10,0,2593,3470
3282770155105,8724588,,AVENE XERACALM NUTRIT GEL NETT F/500ML,2,0,0
8064560,0,8064560,SEZOL 20MG GEL B/30,0,2601,3480
3000000179369,8010274,8141823,SHIBUDAL GEL B/30,0,1154,1540
3000000080795,8097855,8116914,SIDEGRA 50MG CPR B/4,0,2286,3055
3000000191194,8014579,8139424,SIDEGRA 100MG CPR B/4,0,3266,4370
3282770207811,8724571,,AVENE CLEANANCE EAU MICELLAIRE F/400ML,2,0,0
3000000143292,8005178,,SILYBON 70MG CPR B/10,0,1143,1530
3000000143339,8005184,,SILYBON 140MG CPR B/10,0,1654,2210
3000000411636,8422775,1100521,SILYBON 140MG CPR B/30,0,4300,5750
3000000524350,8543177,,SIM GERM SOL HYDROALCO F/300ML,2,3000,0
3000000524398,8543183,,SIM GERM SOL HYDROALCO F/100ML,2,960,0
3400934612855,3461285,3461285,SINGULAIR 5MG CPR CROQ B/28,0,10340,13835
3400934614118,3461411,3461411,SINGULAIR 10MG CPR PELL B/28,0,10337,13830
3400939311241,3931124,3931124,SINGULAIR 4MG CPR CROQ B/28,0,10339,13830
7790666,8579488,,SINOMARIN NAS AD PULV/125ML,2,2681,0
3356430,0,3356430,SINTROM 4MG CPR SEC B/30,0,1937,2590
8092958,0,,SIROFEN 20MG/ML SUSP BUV F/150ML,0,1860,2485
3000000214992,8351259,,SITRALUX COMP STER 40X40CM B/10,0,616,0
3000000215036,8351265,,SITRALUX COMP STER 30X30CM B/10,0,494,0
3000000215074,8351271,,SITRALUX COMP RADIO DETECT 40X40CM B/10,0,642,0
3000000215111,8351288,,SITRALUX COMP RADIO DETECT 30X30CM B/10,0,523,0
3000000310403,8062578,8062578,SITRUS SR CPR B/30,0,2206,2950
3216290,0,,"SKIACOL 0,5% COLL F/0,5ML",0,5284,7065
2009465,0,,"SKILAX 7,5MG/ML SOL BUV GTTE F/15ML",0,1193,1595
3282770155112,8724559,,DUCRAY CREASTIM LOT ANTICHUTE F/60ML,2,0,0
3192307,0,,SMECTA3G PDR SUSP BUV ORANG/VANIL SACH30,0,2935,3925
2023904,0,,SMECTA ORANGE/VANILLE PDRE SACH B/10,0,1009,1350
3400930007907,3000790,,SMECTA 3G FRAISE PDRE SUSP BUV SACH B/12,0,1533,2050
3000000204696,8016992,,SMEGAZ 500MG CPR B/3,0,0,0
3000000089613,8095112,,"SOCLAV 100MG/12,5MG PDRE SUSP BUV/30ML",0,1806,2415
3000000089651,8095129,8112649,"SOCLAV 100MG 12,5MG/ML F/60ML",0,2944,3940
3000000088562,8099601,8112603,"SOCLAV 500MG/62,5MG SACH B/16",0,3390,4535
3000000137178,8004629,,SOCLAV 1G/125MG PDRE SUSP BUV SACH B/16,0,4860,6500
6965833,0,,"SODIUM CHL SIPP 0,9% POCH/250ML",0,565,757
6965856,3604916,,"SODIUM CHL SIPP 0,9% POCH/500ML",0,651,872
3000000504161,8531903,,AVIT 10000UI GEL B/30,2,3561,0
8062868,0,,"SODIUM CHL HELVED 0,9% SOL INJ F/500ML",0,525,705
3510954,0,,"SODIUM CHL SIPP 0,9% POCH/1ML",0,859,1151
8022320,0,,"SODIUM CHL SIPP 0,9% POCH/3ML",0,2140,2867
3000000546017,8436576,,"SODIUM CHL CAMPHARD 0,9% SOL INJ/500ML",0,504,675
8098234,0,,SODROL 40MG PDRE INJ B/1,0,1049,1400
4042809019469,6226691,,"SOFFBAN OUATE ORTHOPEDIQ 2,7MX7,5CM B/1",0,376,0
6226716,8764406,,"SOFFBAN OUATE ORTHOPEDIQ 2,7MX10CM B/1",0,571,0
4042809019520,6226722,,"SOFFBAN OUATE ORTHOPEDIQ 2,7MX15CM B/1",0,865,0
3000000802151,8656473,,BRONCHITYL AD SIROP F/150ML,2,4228,0
4042809019643,8397830,,"SOFFBAN PLUS OUATE ORTHOPED 10CMX2,7M/1",0,478,0
3000000802205,8656496,,BRONCHITYL ENF SIROP F/150ML,2,4228,0
3000000802250,8656504,,BRONCHITYL NOURISSON GTTE F/30ML,2,2928,0
4042809019551,6226739,,"SOFFBAN OUATE ORTHOPEDIQ 2,7MX20CM B/1",0,934,0
3000000383872,8095810,,SOFOPAS 400MG/90MG CPR PELL B/28,0,105340,140945
3173959,0,,SOLACY GELULE BT 45,0,2992,4000
3337154,0,,SOLACY PEDIATR.CPR SUS BUV B60,0,3172,4240
8063833,0,8399243,SOLCER 40MG INJ B/1,0,2491,3330
3000000322796,8067831,8493226,SOLCER SR 20MG GEL B/28,0,3889,5200
3000000202913,8016472,8154725,SOLFER SP F/200ML,0,2739,3665
3155281,0,3155281,SOLU-MEDROL 120MG INJ FL+SOLV/1,0,2821,3775
3097187,0,,SOLU-MEDROL 40MG INJ FL+A.BT 1,0,1249,1670
3097170,0,,SOLU-MEDROL 20MG INJ FL+A.BT 1,0,826,1105
3097520,0,,SOLUPRED 5MG CPR EFFV B/30,0,1600,2140
3400934936876,3493687,,SOLUPRED 20MG CPR ORODISP B/20,0,3205,4285
8299725,0,8107542,SOLUDERM SAV PAIN 120G,2,480,0
3000000283547,8371859,8122174,SOLUDERM LAIT HYDR F/200ML,2,1110,0
3000000283585,8371865,933621,SOLUDERM LAIT HYDR F/500ML,2,2400,0
3000000283622,8371871,,SOLUDERM LOT CUT ANTISEPT F/100ML,2,1920,0
3000000701171,8634974,,CEREBRO CPR B/20,2,6983,0
3000000383636,8095537,,SOLVANT PHYSIO AMP B/10,0,0,0
2031499,0,2031499,SOMAZINA GTTE F/30ML,0,13215,17680
2031507,0,2031507,SOMAZINA 500MG AMP INJ B/5,0,11766,15740
2299977,8069215,2299977,SOMAZINA 1G AMP INJ 4ML B/5,0,15365,20555
8073292,0,,SOMAZINA 1000MG SOL BUV SACH/10ML B/6,0,11876,15890
8002410065503,8624817,,SOMATOLINE COSMET GEL AMINC 7NUITS/400ML,2,24388,0
3000000335055,8385525,,DIGESTYME SP F/200ML,2,0,0
8002410064797,8624846,,SOMATOLINE COSMET CR ANTICELL T/250ML,2,18137,0
3596490003937,8625194,,SOMATOLINE CR AMINC INTENS 7 NUITS/400ML,2,29883,0
8002410066722,8625455,,SOMATOLINE GEL AMINC INT 7NUITS NAT400ML,2,24388,0
8002410066746,8625461,,SOMATOLINE GEL ANTI-CELLULITE T/250ML,2,18338,0
3000000340240,8387458,,SOMDOR + ENF SP F/125ML,2,3047,0
3000000776865,8648700,,SALIS PDRE SOL BUV SACHET B/20,2,6894,0
3000000701973,8635152,,NOPROSTA GEL B/60,2,5227,0
3000000701720,8635092,,KAVITAM CPR B/30,2,5783,0
3000000335253,8385583,,MAGNESIUM 200MG CPR B/30,2,4673,0
3000000820896,8664509,,JOINTAID FLEXIBILITE CPR B/30,2,8561,0
8079633,0,,GINKOPRIM MAX CPR B/30,2,8227,0
3000000701522,8635040,,GINSENGYL GEL B/30,2,0,0
8264224,8764458,,SONDE FOLEY LABELL MIXTE CH14 VERT/1,0,789,0
8264230,0,,SONDE FOLEY LABELL MIXTE CH16 ORANGE/1,0,797,0
8264247,0,,SONDE FOLEY LABELL MIXTE CH18 ROUGE/1,0,792,0
8264253,0,,SONDE FOLEY LABELL MIXTE CH20 JAUNE/1,0,792,0
3000000889138,8687887,,SELECTIX LINGETTES OPTIQUES B/10,2,894,0
3000000460856,8429234,1695981,JINK 20MG/5ML SUSP BUV F/60ML,0,2702,3615
2268008,8264307,,SONDE FOLEY 3V BAL30ML CH20,0,2245,0
3000000888988,8486858,,PENTEX 1G/100ML IV SOL INJ PERF F/100ML,0,1503,2010
8068782,0,,ACIDE FOLIQUE CREAT 5MG CPR B/100,0,1831,2445
3700502101232,8424679,,CREACLAV AMOX/CLAV 1G/125MG PDRE SACH/12,0,3499,4680
3550913,0,,PULMODEXANE SOL BUV F/150ML,0,2142,2865
2025665,0,,AMOXICILLINE CREAT 500MG GEL B/120,0,5230,6995
8265117,0,,SONDE RECTALE PED 30CM-40CM CH18,0,371,0
2030324,0,,COTRIMOXAZOLE CREAT 480MG CPR B/100,0,2710,3625
3700502101331,8445888,,"DESLOCREAT 0,5MG/ML SOL BUV F/60ML",0,0,0
3700502101201,8417219,,DESLOCREAT 5MG CPR PELL B/10,0,1744,2330
3098040,0,,SOPHTAL COLLYRE FL 10ML,0,756,1010
3295504,0,,SOPROL 10MG CPR BTE 28,0,6215,8315
3000000998328,8491635,,CEFTRI LUX 1000MG PDRE PPI B/10,0,10955,14655
8038338,0,,SPARMAX 200MG CPR B/10,0,4114,5500
8283954,0,,"SPARADRAP LABELL UNI 5MX1,25CM",0,514,0
8283960,0,,SPARADRAP LABELL UNI 5MX2CM,0,778,0
8283977,0,,SPARADRAP LABELL PERF 5MX5CM,0,1682,0
3000000998427,8491291,,IMI LUX 500MG/500MG PDRE INJ B/1,0,5577,7460
8699680090467,8730815,,ALGOPET 100MG CPR B/15,0,1305,1745
829116,0,,SPARADRAP LABELL PERF 5MX10CM,0,2811,0
8291178,0,,SPARADRAP LABELL PERF 5MX18CM,0,5794,0
3098583,0,,SPASFON SOL INJ AMP/4ML B/6,0,1931,2580
3292635,0,,SPASMAG SOL BUV AMP/5ML B/30,0,3113,4163
3098608,0,,SPASFON 80MG CPR ENR B/30,0,1428,1910
3186301,0,,SPASFON LYOC 80MG LYOPH ORAL B/10,0,1666,2225
3236909,0,,SPASMAG GELULE BT 60,0,2164,2895
3098821,0,,SPASMODEX 10MG CPR BT 30,0,1136,1520
3098614,0,,SPASFON SUPPO B/10,0,1480,1980
3000000060445,8093811,,SPASMODIF SP F/150ML,0,2497,3350
3000000092750,8099854,,SPASLESS 80MG CPR B/30,0,0,0
3000000092798,8099860,,SPASLESS 150MG SUPPO B/10,0,0,0
